ID,Название,Авторы,Год публикации,В_РИНЦ
29966641,АНАЛИЗ ЭФФЕКТИВНОСТИ СИНФАЗНОЙ СИСТЕМЫ ПОГРУЖЕННЫХ ВИБРАТОРОВ,Бородулин Р.Ю.,2017,Да
29966638,МОДЕЛЬ ФАЗОМАНИПУЛИРОВАННОГО ШИРОКОПОЛОСНОГО СИГНАЛА С ПРОГРАММНОЙ ПЕРЕСТРОЙКОЙ РАБОЧЕЙ ЧАСТОТЫ,"Дворников С.В., Пшеничников А.В., Манаенко С.С.",2017,Да
29077692,РАСЧЕТ ПРОПУСКНОЙ СПОСОБНОСТИ СИСТЕМЫ КВ-СВЯЗИ НА ГРУППЕ ЧАСТОТ ПРИ ИСПОЛЬЗОВАНИИ ЧАСТОТНОЙ АДАПТАЦИИ,"Вылегжанин М.С., Михалёв О.А.",2017,Да
29077698,ВЕРОЯТНОСТЬ ОШИБКИ В КАНАЛЕ С ЗАМИРАНИЯМИ И РАЗНЕСЕННЫМ ПРИЕМОМ МНОГОПОЗИЦИОННЫХ СИГНАЛОВ,"Лебеда Е.В., Остроумов М.А., Остроумов О.А.",2017,Да
30108662,ДИНАМИЧЕСКАЯ МОДЕЛЬ ВЕКТОРА СОСТОЯНИЙ ПОДВИЖНЫХ ОБЪЕКТОВ ПРИ ИХ ПОЗИЦИОНИРОВАНИИ В СЕТЯХ БЕСПРОВОДНОГО ДОСТУПА,"Дворников С.В., Духовницкий О.Г., Федоренко И.В.",2017,Да
30108666,МЕТОДЫ ПРОГНОЗИРОВАНИЯ КАЧЕСТВА ОБСЛУЖИВАНИЯ САМОПОДОБНОГО ТРАФИКА В УСТРОЙСТВАХ КОММУТАЦИИ МУЛЬТИСЕРВИСНОЙ СЕТИ,"Одоевский С.М., Хоборова В.П.",2017,Да
32309159,ОЦЕНКА ПОМЕХОЗАЩИЩЕННОСТИ ЛИНИЙ РАДИОСВЯЗИ В РЕЖИМЕ С МЕДЛЕННОЙ ПРОГРАММНОЙ ПЕРЕСТРОЙКОЙ РАБОЧЕЙ ЧАСТОТЫ,"Гордейчук А.Ю., Дворников С.В., Иванов В.А., Русинов М.А., Семисошенко М.А.",2017,Да
35119272,КУЛЬТУРНАЯ БЕЗОПАСНОСТЬ ОБЩЕСТВА И ГОСУДАРСТВА И ЕЕ ОСНОВНЫЕ УГРОЗЫ,"Верминенко Ю.В., Ершов Н.В.",2017,Да
29312152,КРИЗИСНЫЕ ЯВЛЕНИЯ В ЭКОНОМИКЕ РОССИИ И ПУТИ ИХ ПРЕОДОЛЕНИЯ,"Михайлов В.В., Михайлов С.В.",2017,Да
29876149,ТЕХНИКО-ПЕДАГОГИЧЕСКИЕ УСЛОВИЯ ДЛЯ СОЗДАНИЯ ПРОГРАММНО-АППАРАТНОГО КОМПЛЕКСА ТРЕНАЖЕРОВ И ТРЕБОВАНИЯ К ЕГО ПРИМЕНИМОСТИ В СИСТЕМЕ ПОДГОТОВКИ ВОЕННЫХ СПЕЦИАЛИСТОВ СВЯЗИ,"Будко В.Н., Будко П.А., Винограденко А.М., Тимошенко Л.И.",2017,Да
30577094,СПОСОБЫ СОВЕРШЕНСТВОВАНИЯ СИСТЕМЫ УПРАВЛЕНИЯ ГРУППИРОВКИ ВОЙСК (СИЛ) НА ОПЕРАЦИОННОМ НАПРАВЛЕНИИ,"Власов В.И., Расщепкин И.А., Степанов С.В.",2017,Да
29409165,"К ВОПРОСУ ОБ ИСТОРИИ ТЕРРОРИЗМА: ИСТОКИ, СТАНОВЛЕНИЕ И ЭВОЛЮЦИЯ В РОССИИ",Маньков А.В.,2017,Да
29409166,РЕГИОНАЛЬНЫЙ РЕВОЛЮЦИОННЫЙ ТЕРРОРИЗМ: БОЕВЫЕ СТРУКТУРЫ И ОБЪЕКТЫ ТЕРРОРИЗИРОВАНИЯ ЭСЕРОВ ПОВОЛЖЬЯ В 1905 ГОДУ,Маньков А.В.,2017,Да
30770457,РЕВОЛЮЦИОННЫЙ ТЕРРОРИЗМ ЭСЕРОВ: ВИДЫ ТЕРРОРИСТИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ ПАРТИИ В НАЧАЛЕ XX ВЕКА (КОНЦЕПТУАЛЬНЫЙ АСПЕКТ),Маньков А.В.,2017,Да
30770458,ТЕРРОРИСТИЧЕСКАЯ ПРАКТИКА СРЕДНЕВОЛЖСКИХ ЭСЕРОВ В 1906 ГОДУ,Маньков А.В.,2017,Да
29897214,УСЛОВИЯ ЭФФЕКТИВНОСТИ РАЗВИТИЯ ПЕДАГОГИЧЕСКОГО ПОТЕНЦИАЛА ФИЗИЧЕСКОЙ ПОДГОТОВКИ В ФОРМИРОВАНИИ ПРОФЕССИОНАЛИЗМА ВОЕННОСЛУЖАЩИХ,"Митрахович В.А., Митин Д.И.",2017,Да
29072348,ПРАКСИОЦЕНТРИЗМ В ПРОФЕССИОНАЛЬНОМ СТАНДАРТЕ ПЕДАГОГА,"Монахова Л.Ю., Федотова В.С.",2017,Да
29233494,ПОДХОД К ОЦЕНКЕ СФОРМИРОВАННОСТИ СПЕЦИАЛЬНЫХ КОМПЕТЕНЦИЙ,"Печников А.Н., Прензов А.В.",2017,Да
29233493,ПРАКСИОЦЕНТРИЗМ В ПРОФЕССИОНАЛЬНОМ СТАНДАРТЕ ПЕДАГОГА,"Монахова Л.Ю., Федотова В.С.",2017,Да
30608390,ПОЛЯРИЗАЦИОННЫЙ СПОСОБ ОПРЕДЕЛЕНИЯ ОРИЕНТАЦИИ БЛА,"Богдановский С.В., Симонов А.Н., Севидов В.В.",2017,Да
30608393,АЛГОРИТМ РАСПОЗНАВАНИЯ ТИПА РЛС С УСЛОЖНЕННОЙ ЧАСТОТНО-ВРЕМЕННОЙ СТРУКТУРОЙ ИЗЛУЧЕНИЯ,"Коротков В.Ф., Клишин А.В., Царик Д.В.",2017,Да
30608394,ИМИТАЦИОННОЕ МОДЕЛИРОВАНИЕ ПАССИВНОЙ БИСТАТИЧЕСКОЙ СИСТЕМЫ ОПРЕДЕЛЕНИЯ КООРДИНАТ ВОЗДУШНЫХ ЦЕЛЕЙ,"Коротков В.Ф., Поклонская Е.С., Клишин А.В.",2017,Да
30608395,ИССЛЕДОВАНИЕ МОНОИМПУЛЬСНОГО АМПЛИТУДНО-ФАЗОВОГО МЕТОДА ПЕЛЕНГОВАНИЯ ИСТОЧНИКОВ РАДИОИЗЛУЧЕНИЯ,"Клишин А.В., Клестова М.В., Царик Д.В.",2017,Да
30608397,"АЛГОРИТМ ФОРМИРОВАНИЯ ПРИЗНАКОВ ИДЕНТИФИКАЦИИ ПРОТОКОЛОВ ПЕРЕДАЧИ ДАННЫХ, ИСПОЛЬЗУЕМЫХ ДЛЯ ИНФОРМАЦИОННОГО ОБМЕНА В ДИАПАЗОНЕ ВЫСОКИХ ЧАСТОТ","Аладинский В.А., Горячих Д.Н.",2017,Да
32498090,МОДЕЛЬ ОЦЕНКИ ПРИГОДНОСТИ РАДИОРЕЛЕЙНОГО ИНТЕРВАЛА СВЯЗИ ПРИ ОРГАНИЗАЦИИ УПРАВЛЕНИЯ В ДВИЖЕНИИ,"Якушенко С.А., Снежко В.К., Коробков Е.С., Лянгузов Д.А.",2017,Да
32498100,ПРОГНОЗИРОВАНИЕ ДОСТУПНОСТИ ГЛОБАЛЬНЫХ НАВИГАЦИОННЫХ СПУТНИКОВЫХ СИСТЕМ ПРИ СОБЛЮДЕНИИ ЗАДАННОЙ ТОЧНОСТИ НА ОСНОВЕ ИМИТАЦИОННОЙ МОДЕЛИ ФУНКЦИОНИРОВАНИЯ,"Якушенко С.А., Сальников Д.В., Мешков И.С., Дворовой М.О.",2017,Да
30282134,УСТРОЙСТВО АВТОМАТИЧЕСКОГО ВЫБОРА ДИСКРЕТНОГО КАНАЛА,"Потехин А.И., Потехин А.А.",2017,Да
30282136,ЛАБОРАТОРНЫЙ МАКЕТ ПОЛЯРИЗАЦИОННО-АДАПТИВНОГО РАДИОПЕЛЕНГАТОРА ИСТОЧНИКОВ РАДИОИЗЛУЧЕНИЙ ДИАПАЗОНА ОЧЕНЬ ВЫСОКИХ ЧАСТОТ,"Богдановский С.В., Симонов А.Н., Теслевич С.Ф., Демичев И.В.",2017,Да
28306683,МЕТОД ОЦЕНКИ ПОМЕХОУСТОЙЧИВОСТИ СИГНАЛЬНЫХ КОНСТРУКЦИЙ КВАДРАТУРНОЙ МОДУЛЯЦИИ С ТРАНСФОРМИРОВАННЫМИ КОНСТЕЛЛЯЦИОННЫМИ ДИАГРАММАМИ,"Дворников С.В., Пшеничников А.В., Эконом В.П.",2017,Да
28084099,ПОСТАНОВКА ЗАДАЧИ КОДИРОВАНИЯ ОБЩЕЙ ИНФОРМАЦИИ ШИРОКОВЕЩАТЕЛЬНОГО КАНАЛА,"Синюк А.Д., Остроумов О.А.",2017,Да
30575045,ТЕОРЕТИКО-ИНФОРМАЦИОННАЯ МОДЕЛЬ ПЕРЕДАЧИ ОБЩЕЙ ИНФОРМАЦИИ ШИРОКОВЕЩАТЕЛЬНОГО КАНАЛА,"Синюк А.Д., Остроумов О.А.",2017,Да
30562478,АНАЛИТИЧЕСКИЙ АППАРАТ ПОИСКА СИГНАЛОВ С ППРЧ,"Дворников С.В., Кудрявцев А.М., Симонкявичюс Д.П., Тихонов С.С.",2017,Да
28363536,ЭТАПЫ СПОРТИВНОГО ОТБОРА,"Серова Л.К., Худайназарова Д.Р.",2017,Да
30744938,ПУТИ РЕАЛИЗАЦИИ ПОТЕНЦИАЛА ФИЗИЧЕСКОЙ РЕКРЕАЦИИ В СОВРЕМЕННОМ РОССИЙСКОМ ОБЩЕСТВЕ,"Аслаханов С.А.М., Яковлев Ю.В.",2017,Да
30744995,МЕТОДОЛОГИЯ РЕАЛИЗАЦИИ ФИЗИЧЕСКОЙ КУЛЬТУРЫ В ИНТЕГРАЦИОННОМ ПРОЦЕССЕ НАЧАЛЬНОЙ ШКОЛЫ И ШКОЛЬНОГО СПОРТИВНОГО КЛУБА,"Федоров В.Г., Федоров А.В., Лобанов В.Ю.",2017,Да
32266082,ФИЗИЧЕСКАЯ ПОДГОТОВКА ВОЕННОСЛУЖАЩИХ УПРАВЛЕНИЯ СОЕДИНЕНИЙ НА СОВРЕМЕННОМ ЭТАПЕ,"Сорокин В.П., Андросов А.М., Федюк Н.С., Тимофеев И.Ю., Степанов С.Ю.",2017,Да
32266095,ПЕДАГОГИЧЕСКИЕ АСПЕКТЫ САМОРАЗВИТИЯ ЛИЧНОСТИ СТУДЕНТОВ,"Яковлев Ю.В., Гайкалов А.П., Горохов А.В.",2017,Да
29117293,ФИЗИЧЕСКАЯ КУЛЬТУРА КАК УСЛОВИЕ СТАНОВЛЕНИЯ ПРОФЕССИОНАЛЬНОЙ ИДЕНТИЧНОСТИ КУРСАНТОВ ВОЕННЫХ ВУЗОВ,"Серова Л.К., Михаил И.И., Худайназарова Д.Р., Берлинде А.А.",2017,Да
29117296,ПРИМЕНЕНИЕ 100 БАЛЛЬНОЙ ШКАЛЫ ДЛЯ ОЦЕНКИ ТЕОРЕТИЧЕСКИХ ЗНАНИЙ ВОЕННОСЛУЖАЩИХ,"Сорокин В.П., Андросов А.М., Тимофеев И.Ю.",2017,Да
29117297,ЗНАЧЕНИЕ ТЕОРЕТИЧЕСКИХ ЗНАНИЙ ПО ФИЗИЧЕСКОЙ ПОДГОТОВКЕ ДЛЯ СЛУШАТЕЛЕЙ ВОЕННЫХ АКАДЕМИЙ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"Сорокин В.П., Андросов А.М., Федюк Н.С., Павлов А.Г.",2017,Да
29862402,МЕТОДИКА БИОМЕХАНИЧЕСКОГО АНАЛИЗА ДВИГАТЕЛЬНЫХ ДЕЙСТВИЙ В АРМРЕСТЛИНГЕ С ИСПОЛЬЗОВАНИЕМ СОВРЕМЕННЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ,"Политов А.В., Никулин И.Н., Посохов А.В.",2017,Да
29862406,"ИССЛЕДОВАНИЕ ВЛИЯНИЯ ЭЛЕКТРОННОГО УЧЕБНИКА НА ПЕДАГОГИЧЕСКУЮ ТЕХНОЛОГИЮ В ПОДГОТОВКЕ ВОЕННЫХ КАДРОВ ПО УЧЕБНОЙ ДИСЦИПЛИНЕ ""ФИЗИЧЕСКАЯ ПОДГОТОВКА""","Сорокин В.П., Андросов А.М., Андросова Е.А., Федюк Н.С., Тимофеев И.Ю.",2017,Да
30103657,ЭКСПЕРИМЕНТАЛЬНАЯ ПРОВЕРКА МОДЕЛИ ФИЗИЧЕСКОЙ ТРЕНИРОВКИ ВОЕННОСЛУЖАЩИХ МИРОТВОРЧЕСКИХ СИЛ,"Батурин А.Е., Вольский В.В., Коваленко В.Н., Помогаева Н.С.",2017,Да
29879919,СОВЕРШЕННЫЕ РАСКРАСКИ БЕСКОНЕЧНОГО ЦИРКУЛЯНТНОГО ГРАФА С ДИСТАНЦИЯМИ 1 И 2,"Лисицына М.А., Паршина О.Г.",2017,Да
31066600,"PERFECT COLORINGS OF THE INFINITE CIRCULANT GRAPH WITH DISTANCES 1 AND 2Lisitsyna M.A., Parshina O.G.Journal of Applied and Industrial Mathematics. 2017. Т. 11. № 3.  С. 381-388.","Lisitsyna M.A., Parshina O.G.",2017,Да
29299909,ПОМЕХОЗАЩИЩЕННАЯ МОДЕЛЬ РАДИОЛИНИИ В УСЛОВИЯХ ДИНАМИЧЕСКОГО ПРЕДНАМЕРЕННОГО ВОЗДЕЙСТВИЯ,"Дворников С.В., Пшеничников А.В.",2017,Да
29299911,СИНТЕЗ АМПЛИТУДНО-ФАЗОВОГО РАСПРЕДЕЛЕНИЯ В КВАЗИКОЛЬЦЕВОЙ АНТЕННОЙ РЕШЕТКЕ,"Бибарсов М.Р., Грибанов Е.В., Габриэльян Д.Д., Федоров Д.С., Федоров Д.С.",2017,Да
29299913,"МЕТОДЫ УВЕЛИЧЕНИЯ ЭФФЕКТИВНОСТИ АНТЕНН, ПОГРУЖЕННЫХ В ДИССИПАТИВНЫЕ СРЕДЫ",Бородулин Р.Ю.,2017,Да
32464303,ПОСТРОЕНИЕ И ОБУЧЕНИЕ РАДИАЛЬНО-БАЗИСНЫХ НЕЙРОСЕТЕЙ ДЛЯ ПРИЕМА ТЕЛЕГРАФНО-КОДОВЫХ КОНСТРУКЦИЙ,"Чистопрудов Д.А., Козлов В.А., Бибарсов М.Р., Потягов Д.А., Карасик Н.Я.",2017,Да
30352690,МЕТОДИКА ОЦЕНКИ УСТОЙЧИВОСТИ ИНФОРМАЦИОННО-ТЕЛЕКОММУНИКАЦИОННОЙ СЕТИ В УСЛОВИЯХ ИНФОРМАЦИОННОГО ВОЗДЕЙСТВИЯ,"Баранов В.В., Коцыняк М.А., Лаута О.С., Московченко В.М.",2017,Да
32785685,КОГНИТИВНАЯ ПЛАТФОРМА ПОСТРОЕНИЯ ИНФОКОММУНИКАЦИОННОЙ СЕТИ РОБОТОТЕХНИЧЕСКИХ КОМПЛЕКСОВ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ,"Лаута О.С., Гудков М.А., Баранов В.В., Максимова Е.А.",2017,Да
30780089,СОВЕРШЕНСТВОВАНИЕ ЭЛЕМЕНТОВ СИСТЕМЫ УПРАВЛЕНИЯ БОЕВЫХ БРИГАДСУХОПУТНЫХ ВОЙСК США,"Кривошонок С.О., Попков Ю.А., Морару А.А.",2017,Нет
30780090,СПОСОБЫ СОВЕРШЕНСТВОВАНИЯ СИСТЕМЫ УПРАВЛЕНИЯ ГРУППИРОВКИ ВОЙСК (СИЛ) НА ОПЕРАЦИОННОМ НАПРАВЛЕНИИ,"Власов В.И., Расщепкин И.А., Степанов С.В.",2017,Нет
29992129,УПРАВЛЕНИЕ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТЬЮ ОРГАНИЗАЦИИ ИНТЕГРИРОВАННОЙ СТРУКТУРЫ НА ОСНОВЕ ВЫДЕЛЕННОГО СЕРВЕРА С КОНТЕЙНЕРНОЙ ВИРТУАЛИЗАЦИЕЙ,"Липатников В.А., Шевченко А.А., Яцкин А.Д., Семенова Е.Г.",2017,Да
28875029,"АНАЛИЗ УРОВНЕЙ И ВИДОВ НЕОПРЕДЕЛЕННОСТИ, ВЛИЯЮЩЕЙ НА ПРИНЯТИЕ РЕШЕНИЙ ПО УПРАВЛЕНИЮ ИНФОРМАЦИОННЫМИ СИСТЕМАМИ","Паращук И.Б., Михайличенко Н.В., Башкирцев А.С.",2017,Да
28875030,МОДЕЛЬ АДМИНИСТРИРОВАНИЯ СХЕМ РАЗГРАНИЧЕНИЯ ДОСТУПА В ОБЛАЧНЫХ ИНФРАСТРУКТУРАХ,"Саенко И.Б., Бирюков М.А., Ефимов В.В., Ясинский С.А.",2017,Да
28875018,АЛГОРИТМ ОПРЕДЕЛЕНИЯ РЕЗЕРВНОЙ ПРОПУСКНОЙ СПОСОБНОСТИ ЛИНИЙ ПЕРЕДАЧИ ТРАНСПОРТНОЙ СЕТИ ТЕЛЕКОММУНИКАЦИОННОЙ СИСТЕМЫ ДЛЯ МНОГОКОНТУРНЫХ ЗАЩИТНЫХ СТРУКТУР,"Ефимов В.В., Зюзин А.Н., Ясинский С.А.",2017,Да
28875019,МЕТОДЫ ЧИСЛЕННОГО АНАЛИЗА АНТЕНН В ДИССИПАТИВНЫХ СРЕДАХ,Бородулин Р.Ю.,2017,Да
28875021,УПРАВЛЕНИЕ РАДИОЧАСТОТНЫМ СПЕКТРОМ В КОГНИТИВНОЙ СЕТИ РАДИОСВЯЗИ,"Михалев О.А., Сорокин К.Н., Аванесов М.Ю.",2017,Да
28875023,МЕТОДИЧЕСКИЙ АППАРАТ РЕАЛИЗАЦИИ ПРОЦЕДУР ПОСТАНОВКИ НИЗКО-ЭНЕРГЕТИЧЕСКИХ ПОМЕХ В КАНАЛАХ СПУТНИКОВОЙ СВЯЗИ,Гулидов А.А.,2017,Да
28875027,ПРЕДЛОЖЕНИЯ ПО АДАПТИВНОМУ ОРТОГОНАЛЬНОМУ ПРЕОБРАЗОВАНИЮ ВИДЕОДАННЫХ,"Устинов А.А., Агеева Н.С., Дворников С.В., Цветков В.В.",2017,Да
29668922,"ЭНЕРГЕТИЧЕСКАЯ СКРЫТНОСТЬ СИГНАЛОВ ППРЧ, СФОРМИРОВАННЫХ В БАЗИСАХ ФУНКЦИЙ СПЛАЙН-ХАРАКТЕРОВ","Тихонов С.С., Дворников С.В., Кудрявцев А.М.",2017,Да
29668923,АЛГОРИТМ ОПРЕДЕЛЕНИЯ ЗАЩИТНЫХ КОНТУРОВ ДЛЯ МНОГОКОНТУРНЫХ ЗАЩИТНЫХ СТРУКТУР НА ТРАНСПОРТНОЙ СЕТИ ТЕЛЕКОММУНИКАЦИОННОЙ СИСТЕМЫ,"Ясинский С.А., Зюзин А.Н., Грязев А.Н.",2017,Да
29668924,МОДЕЛЬ МНОГОПОЗИЦИОННОЙ ПОМЕХОЗАШИШЕННОЙ СИГНАЛЬНОЙ КОНСТРУКЦИИ НА ОСНОВЕ QPSK МОДУЛЯЦИИ,Пшеничников А.В.,2017,Да
29668918,ОСНОВНЫЕ ЗАДАЧИ РАЗВИТИЯ СИСТЕМЫ РАСПРЕДЕЛЕННЫХ СИТУАЦИОННЫХ ЦЕНТРОВ В РОССИЙСКОЙ ФЕДЕРАЦИИ,"Лихачев А.М., Роднин Ю.А.",2017,Да
29668930,МЕТОД ФОРМИРОВАНИЯ СЕМАНТИЧЕСКОЙ МОДЕЛИ ОПЕРАТИВНОЙ ОБСТАНОВКИ В СИСТЕМАХ УПРАВЛЕНИЯ ОРГАНИЗАЦИОННОГО ТИПА,"Брунилин А.А., Саенко И.Б., Ясинский С.А., Лыжинкин К.В.",2017,Да
30016802,МЕТОДИКА ПОИСКА МНОГОКОНТУРНОЙ ЗАЩИТНОЙ СТРУКТУРЫ НА ТРАНСПОРТНОЙ СЕТИ ТЕЛЕКОММУНИКАЦИОННОЙ СИСТЕМЫ,"Жигадло В.Э., Лыжинкин К.В., Ясинский С.А., Зюзин А.Н.",2017,Да
30016804,МЕТОДИКА ФОРМИРОВАНИЯ АНСАМБЛЕЙ ДИСКРЕТНЫХ ОРТОГОНАЛЬНЫХ СИГНАЛОВ ДЛЯ ПЕРСПЕКТИВНЫХ СИСТЕМ РАДИОСВЯЗИ,"Сазонов В.В., Манаенко С.С.",2017,Да
30016805,ИНДУСТИАЛЬНЫЕ РЕВОЛЮЦИИ И ВОДНЫЙ ТРАНСПОРТ,"Малыгин И.Г., Комашинский В.И., Королев О.А., Михалев О.А., Аванесов М.Ю.",2017,Да
30016807,ИССЛЕДОВАНИЕ СОВМЕСТНОЙ ИНФОРМАЦИИ,"Синюк А.Д., Остроумов О.А.",2017,Да
30016800,УПРОЩЕННОЕ ПРЕДСТАВЛЕНИЕ МОДЕЛИ HATA ДЛЯ РАСЧЕТА ЗАТУХАНИЯ СИГНАЛА НА ОТКРЫТЫХ ТРАССАХ,Дворников С.В.,2017,Да
30016811,ПРИМЕНЕНИЕ ОНТОЛОГИЧЕСКИХ МОДЕЛЕЙ ДАННЫХ В ИНТЕРЕСАХ ПОДДЕРЖКИ ПРИНЯТИЯ РЕШЕНИЙ ПО УПРАВЛЕНИЮ СВЯЗЬЮ,"Грязев А.Н., Ясинский С.А., Саенко И.Б., Манаськин А.В.",2017,Да
30016813,ВОЕННЫЕ СЕТЕВЫЕ ЦИФРОВЫЕ ТЕХНОЛОГИИ ВС РФ НОВОГО ОБЛИКА И ЭПОХА ЦИФРОВОЙ ЭКОНОМИКИ РОССИИ. ЧАСТЬ 1. АКТУАЛЬНОСТЬ И ОСНОВНЫЕ ЗАДАЧИ ВОЕННЫХ СЕТЕВЫХ ЦИФРОВЫХ ТЕХНОЛОГИЙ,"Чаднов А.П., Гудков М.А., Гель В.Э.",2017,Да
32261229,ОЦЕНКА НАДЕЖНОСТИ ТРАНСПОРТНОЙ СЕТИ ТЕЛЕКОММУНИКАЦИОННОЙ СИСТЕМЫ ПРИ ИСПОЛЬЗОВАНИИ СИСТЕМ РЕЗЕРВИРОВАНИЯ,"Грязев А.Н., Жигадло В.Э., Ясинский С.А., Зюзин А.Н.",2017,Да
29035688,"МЕТОДИКА РАСЧЕТА ЭНЕРГЕТИЧЕСКИХ ПАРАМЕТРОВ ЗОНЫ ОБСЛУЖИВАНИЯ СТАНЦИЕЙ РАДИОДОСТУПА, РАЗМЕЩЕННОЙ НА БЕСПИЛОТНОМ ЛЕТАТЕЛЬНОМ АППАРАТЕ","Нестеренко А.Г., Галимов А.Ф.",2017,Да
29006752,ДИДАКТИЧЕСКИЙ ПОТЕНЦИАЛ И РИСКИ ТЕСТИРОВАНИЯ,Соколова И.И.,2017,Да
29679450,ПЕДАГОГИЧЕСКИЙ ПОТЕНЦИАЛ ФИЗИЧЕСКОЙ ПОДГОТОВКИ В ФОРМИРОВАНИИ ПРОФЕССИОНАЛИЗМА ВОЕННОСЛУЖАЩИХ,"Митрахович В.А., Митин Д.И.",2017,Да
30782394,КРИТЕРИАЛЬНЫЕ ПОКАЗАТЕЛИ ОЦЕНКИ РЕЗУЛЬТАТИВНОСТИ ПРАВОВОГО ВОСПИТАНИЯ КУРСАНТОВ ВОЕННЫХ УЧЕБНЫХ ЗАВЕДЕНИЙ,Андреева Е.А.,2017,Да
28948303,РЕКОНФИГУРАЦИЯ КАНАЛОВ СВЯЗИ ПРИ УПРАВЛЕНИИ СМЕШАННЫМИ ГРУППИРОВКАМИ РОБОТОТЕХНИЧЕСКИХ КОМПЛЕКСОВ,"Будко П.А., Винограденко А.М., Литвинов А.И.",2017,Да
30031814,РАЗРАБОТКА КОЛОРИМЕТРИЧЕСКОГО ДАТЧИКА С RGB-ЭЛЕМЕНТОМ И ДВУХПОЛОСТНОЙ ОПТОЭЛЕКТРОННОЙ ИНТЕГРИРУЮЩЕЙ СФЕРОЙ ДЛЯ КОНТРОЛЯ ДИФФУЗНО ОТРАЖАЮЩИХ ОБЪЕКТОВ,"Майоров Е.Е., Машек А.Ч., Цыганкова Г.А., Хайдаров Г.Г., Хайдаров А.Г., Абрамян В.К., Зайцев Ю.Е.",2017,Да
28805165,ОЦЕНКА СТАТИСТИЧЕСКИХ ПАРАМЕТРОВ РАБОЧИХ ЧАСТОТ ДЛЯ МОДЕЛИ РАДИОЛИНИИ В КОНФЛИКТНОЙ СИТУАЦИИ,Пшеничников А.В.,2017,Да
30574543,МОДЕЛЬ МНОГОМЕРНОЙ ЧАСТОТНО-ФАЗОМАНИПУЛИРОВАННОЙ СИГНАЛЬНОЙ КОНСТРУКЦИИ ПОМЕХОЗАЩИЩЕННЫХ ЛИНИЙ РАДИОСВЯЗИ,Пшеничников А.В.,2017,Да
29343952,КОНЦЕПТУАЛЬНАЯ МОДЕЛЬ ИНТЕГРАЦИИ ФИЗИЧЕСКОЙ КУЛЬТУРЫ В ПРОЦЕСС ФОРМИРОВАНИЯ ПРОФЕССИОНАЛЬНОЙ ИДЕНТИЧНОСТИ ОБУЧАЮЩИХСЯ В ВУЗАХ СИЛОВЫХ ВЕДОМСТВ,"Михаил И.И., Берлинде А.А., Худайназарова Д.Р.",2017,Да
29343953,СОВЕРШЕНСТВОВАНИЕ ФИЗИЧЕСКИХ КАЧЕСТВ ВОЕННОСЛУЖАЩИХ С ИСПОЛЬЗОВАНИЕМ ИННОВАЦИОННЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ,"Сорокин В.П., Андросов А.М., Тимофеев И.Ю.",2017,Да
29343961,ПРИМЕНЕНИЕ МОБИЛЬНЫХ ПРИЛОЖЕНИЙ ДЛЯ ПОВЫШЕНИЯ ЭФФЕКТИВНОСТИ САМОСТОЯТЕЛЬНОЙ ФИЗИЧЕСКОЙ ТРЕНИРОВКИ ВОЕННОСЛУЖАЩИХ ПО КОНТРАКТУ ВС РФ,"Чернов Д.В., Худайназарова Д.Р.",2017,Да
30079138,МОДЕЛЬ РЕАЛИЗАЦИИ ПЕДАГОГИЧЕСКОГО ПОТЕНЦИАЛА ФИЗИЧЕСКОЙ ПОДГОТОВКИ В ФОРМИРОВАНИИ ПРОФЕССИОНАЛИЗМА ВОЕННОСЛУЖАЩИХ,"Митрахович В.А., Митин Д.И.",2017,Да
29447552,ЗАДАЧА ОБНАРУЖЕНИЯ НЕСАНКЦИОНИРОВАННО УСТАНОВЛЕННЫХ РАДИОЭЛЕКТРОННЫХ УСТРОЙСТВ И СПОСОБ ЕЕ РЕШЕНИЯ,"Стародубцев Ю.И., Сухорукова Е.В., Корсунский А.С., Масленникова Т.Н., Вершенник А.В.",2017,Да
29945334,РЕВОЛЮЦИОННЫЙ ТЕРРОРИЗМ И ГОСУДАРСТВЕННЫЙ ТЕРРОР: ОПЫТ И УРОКИ ПЕРВОЙ РОССИЙСКОЙ РЕВОЛЮЦИИ (К 110-ЛЕТИЮ РЕВОЛЮЦИИ 1905-1907 ГГ.),"Волков А.П., Маньков А.В., Шайпак Л.А.",2017,Да
29947034,ТЕРРОРИСТИЧЕСКИЕ СИЛЫ ЭСЕРОВ СРЕДНЕГО ПОВОЛЖЬЯ В НАЧАЛЕ XX ВЕКА,"Волков А.П., Маньков А.В., Шайпак Л.А.",2017,Да
29947043,ДЕЯТЕЛЬНОСТЬ ГОСУДАРСТВЕННЫХ И ОБЩЕСТВЕННЫХ ОРГАНИЗАЦИЙ САНКТ-ПЕТЕРБУРГА ПО ПАТРИОТИЧЕСКОМУ ВОСПИТАНИЮ МОЛОДЕЖИ В УСЛОВИЯХ ДУХОВНОЙ НЕОПРЕДЕЛЕННОСТИ (90-Е ГГ. XX В.),Паберзс А.И.,2017,Да
